season,week_ending,age_category,data_type,estimate
2019-20,2020-05-02,40-49 yr,Weekly Rate,0.0
2019-20,2020-05-02,75-84 yr,Cumulative Rate,203.0
2019-20,2020-05-02,0-4 yr,Cumulative Rate,91.0
2019-20,2020-05-02,Pediatrics,Weekly Rate,0.0
2019-20,2020-05-02,65-74 yr,Cumulative Rate,135.0
2019-20,2020-05-02,0-<1 yr,Cumulative Rate,162.0
2019-20,2020-05-02,30-39 yr,Weekly Rate,0.0
2019-20,2020-05-02,Pediatrics,Cumulative Rate,42.0
2019-20,2020-05-02,30-39 yr,Cumulative Rate,34.0
2019-20,2020-05-02,65+ yr,Cumulative Rate,172.0
2019-20,2020-05-02,Overall,Weekly Rate,0.0
2019-20,2020-05-02,5-11 yr,Cumulative Rate,32.0
2020-21,2020-10-03,Overall,Cumulative Rate,0.0
2020-21,2020-10-03,Overall,Weekly Rate,0.0
2020-21,2020-10-10,Overall,Weekly Rate,0.0
2020-21,2020-10-10,Overall,Cumulative Rate,0.0
2020-21,2020-10-17,Overall,Weekly Rate,0.0
2020-21,2020-10-17,Overall,Cumulative Rate,0.0
2020-21,2020-10-24,Overall,Cumulative Rate,0.0
2020-21,2020-10-24,Overall,Weekly Rate,0.0
2020-21,2020-10-31,Overall,Cumulative Rate,0.0
2020-21,2020-10-31,Overall,Weekly Rate,0.0
2020-21,2020-11-07,Overall,Weekly Rate,0.0
2020-21,2020-11-07,Overall,Cumulative Rate,0.0
2020-21,2020-11-14,Overall,Cumulative Rate,0.0
2020-21,2020-11-14,Overall,Weekly Rate,0.0
2020-21,2020-11-21,Overall,Weekly Rate,0.0
2020-21,2020-11-21,Overall,Cumulative Rate,0.0
2020-21,2020-11-28,Overall,Cumulative Rate,0.0
2020-21,2020-11-28,Overall,Weekly Rate,0.0
2020-21,2020-12-05,Overall,Weekly Rate,0.1
2020-21,2020-12-05,Overall,Cumulative Rate,0.0
2020-21,2020-12-12,Overall,Weekly Rate,0.0
2020-21,2020-12-12,Overall,Cumulative Rate,0.0
2020-21,2020-12-19,Overall,Cumulative Rate,0.0
2020-21,2020-12-19,Overall,Weekly Rate,0.0
2020-21,2020-12-26,Overall,Weekly Rate,0.0
2020-21,2020-12-26,Overall,Cumulative Rate,0.0
2020-21,2021-01-02,Overall,Cumulative Rate,1.0
2020-21,2021-01-02,Overall,Weekly Rate,0.1
2020-21,2021-01-09,Overall,Cumulative Rate,1.0
2020-21,2021-01-09,Overall,Weekly Rate,0.0
2020-21,2021-01-16,Overall,Weekly Rate,0.0
2020-21,2021-01-16,Overall,Cumulative Rate,1.0
2020-21,2021-01-23,Overall,Cumulative Rate,1.0
2020-21,2021-01-23,Overall,Weekly Rate,0.0
2020-21,2021-01-30,Overall,Cumulative Rate,1.0
2020-21,2021-01-30,Overall,Weekly Rate,0.0
2020-21,2021-02-06,Overall,Weekly Rate,0.0
2020-21,2021-02-06,Overall,Cumulative Rate,1.0
2020-21,2021-02-13,Overall,Cumulative Rate,1.0
2020-21,2021-02-13,Overall,Weekly Rate,0.0
2020-21,2021-02-20,Overall,Weekly Rate,0.0
2020-21,2021-02-20,Overall,Cumulative Rate,1.0
2020-21,2021-02-27,Overall,Cumulative Rate,1.0
2020-21,2021-02-27,Overall,Weekly Rate,0.0
2020-21,2021-03-06,Overall,Cumulative Rate,1.0
2020-21,2021-03-06,Overall,Weekly Rate,0.0
2020-21,2021-03-13,Overall,Cumulative Rate,1.0
2020-21,2021-03-13,Overall,Weekly Rate,0.0
2020-21,2021-03-20,Overall,Cumulative Rate,1.0
2020-21,2021-03-20,Overall,Weekly Rate,0.0
2020-21,2021-03-27,Overall,Cumulative Rate,1.0
2020-21,2021-03-27,Overall,Weekly Rate,0.0
2020-21,2021-04-03,Overall,Weekly Rate,0.0
2020-21,2021-04-03,Overall,Cumulative Rate,1.0
2020-21,2021-04-10,Overall,Weekly Rate,0.0
2020-21,2021-04-10,Overall,Cumulative Rate,1.0
2020-21,2021-04-17,Overall,Weekly Rate,0.0
2020-21,2021-04-17,Overall,Cumulative Rate,1.0
2020-21,2021-04-24,Overall,Cumulative Rate,1.0
2020-21,2021-04-24,Overall,Weekly Rate,0.0
2020-21,2021-05-01,Overall,Weekly Rate,0.0
2020-21,2021-05-01,Overall,Cumulative Rate,1.0
2021-22,2021-10-09,65-74 yr,Cumulative Rate,0.0
2021-22,2021-10-09,40-49 yr,Weekly Rate,0.0
2021-22,2021-10-09,75-84 yr,Cumulative Rate,0.0
2021-22,2021-10-09,18-49 yr,Cumulative Rate,0.0
2021-22,2021-10-09,0-4 yr,Cumulative Rate,0.0
2021-22,2021-10-09,75+ yr,Weekly Rate,0.1
2021-22,2021-10-09,18-29 yr,Weekly Rate,0.0
2021-22,2021-10-09,85+ yr,Cumulative Rate,0.0
2021-22,2021-10-09,50-64 yr,Weekly Rate,0.0
2021-22,2021-10-09,Adults,Cumulative Rate,0.0
2021-22,2021-10-09,18-29 yr,Cumulative Rate,0.0
2021-22,2021-10-09,Pediatrics,Cumulative Rate,0.0
2021-22,2021-10-09,75+ yr,Cumulative Rate,0.0
2021-22,2021-10-09,Pediatrics,Weekly Rate,0.0
2021-22,2021-10-09,12-17 yr,Weekly Rate,0.0
2021-22,2021-10-09,5-11 yr,Cumulative Rate,0.0
2021-22,2021-10-09,Overall,Weekly Rate,0.0
2021-22,2021-10-09,Overall,Cumulative Rate,0.0
2021-22,2021-10-09,5-17 yr,Weekly Rate,0.0
2021-22,2021-10-09,1-4 yr,Cumulative Rate,0.0
2021-22,2021-10-09,30-39 yr,Cumulative Rate,0.0
2021-22,2021-10-09,1-4 yr,Weekly Rate,0.0
2021-22,2021-10-09,Adults,Weekly Rate,0.0
2021-22,2021-10-09,0-4 yr,Weekly Rate,0.0
2021-22,2021-10-09,65+ yr,Cumulative Rate,0.0
2021-22,2021-10-09,40-49 yr,Cumulative Rate,0.0
2021-22,2021-10-09,75-84 yr,Weekly Rate,0.1
2021-22,2021-10-09,85+ yr,Weekly Rate,0.0
2021-22,2021-10-09,65-74 yr,Weekly Rate,0.0
2021-22,2021-10-09,65+ yr,Weekly Rate,0.0
2021-22,2021-10-09,12-17 yr,Cumulative Rate,0.0
2021-22,2021-10-09,5-17 yr,Cumulative Rate,0.0
2021-22,2021-10-09,50-64 yr,Cumulative Rate,0.0
2021-22,2021-10-09,5-11 yr,Weekly Rate,0.0
2021-22,2021-10-09,0-<1 yr,Cumulative Rate,0.0
2021-22,2021-10-09,30-39 yr,Weekly Rate,0.0
2021-22,2021-10-09,0-<1 yr,Weekly Rate,0.0
2021-22,2021-10-09,18-49 yr,Weekly Rate,0.0
2021-22,2021-10-16,18-29 yr,Cumulative Rate,0.0
2021-22,2021-10-16,40-49 yr,Cumulative Rate,0.0
2021-22,2021-10-16,18-49 yr,Weekly Rate,0.0
2021-22,2021-10-16,12-17 yr,Weekly Rate,0.0
2021-22,2021-10-16,5-11 yr,Weekly Rate,0.0
2021-22,2021-10-16,30-39 yr,Cumulative Rate,0.0
2021-22,2021-10-16,5-17 yr,Cumulative Rate,0.0
2021-22,2021-10-16,5-11 yr,Cumulative Rate,0.0
2021-22,2021-10-16,65+ yr,Cumulative Rate,0.0
2021-22,2021-10-16,0-4 yr,Weekly Rate,0.1
2021-22,2021-10-16,65+ yr,Weekly Rate,0.1
2021-22,2021-10-16,0-<1 yr,Cumulative Rate,0.0
2021-22,2021-10-16,30-39 yr,Weekly Rate,0.0
2021-22,2021-10-16,Pediatrics,Weekly Rate,0.0
2021-22,2021-10-16,40-49 yr,Weekly Rate,0.0
2021-22,2021-10-16,75-84 yr,Cumulative Rate,0.0
2021-22,2021-10-16,0-4 yr,Cumulative Rate,0.0
2021-22,2021-10-16,Pediatrics,Cumulative Rate,0.0
2021-22,2021-10-16,18-29 yr,Weekly Rate,0.0
2021-22,2021-10-16,75+ yr,Cumulative Rate,0.0
2021-22,2021-10-16,85+ yr,Cumulative Rate,0.0
2021-22,2021-10-16,Overall,Weekly Rate,0.0
2021-22,2021-10-16,65-74 yr,Cumulative Rate,0.0
2021-22,2021-10-16,65-74 yr,Weekly Rate,0.1
2021-22,2021-10-16,0-<1 yr,Weekly Rate,0.0
2021-22,2021-10-16,75-84 yr,Weekly Rate,0.2
2021-22,2021-10-16,50-64 yr,Weekly Rate,0.0
2021-22,2021-10-16,12-17 yr,Cumulative Rate,0.0
2021-22,2021-10-16,Adults,Weekly Rate,0.0
2021-22,2021-10-16,50-64 yr,Cumulative Rate,0.0
2021-22,2021-10-16,1-4 yr,Weekly Rate,0.1
2021-22,2021-10-16,75+ yr,Weekly Rate,0.1
2021-22,2021-10-16,1-4 yr,Cumulative Rate,0.0
2021-22,2021-10-16,5-17 yr,Weekly Rate,0.0
2021-22,2021-10-16,Overall,Cumulative Rate,0.0
2021-22,2021-10-16,Adults,Cumulative Rate,0.0
2021-22,2021-10-16,18-49 yr,Cumulative Rate,0.0
2021-22,2021-10-16,85+ yr,Weekly Rate,0.0
2021-22,2021-10-23,30-39 yr,Weekly Rate,0.0
2021-22,2021-10-23,85+ yr,Cumulative Rate,0.0
2021-22,2021-10-23,Pediatrics,Weekly Rate,0.1
2021-22,2021-10-23,0-<1 yr,Cumulative Rate,0.0
2021-22,2021-10-23,Adults,Cumulative Rate,0.0
2021-22,2021-10-23,65-74 yr,Weekly Rate,0.0
2021-22,2021-10-23,40-49 yr,Cumulative Rate,0.0
2021-22,2021-10-23,65+ yr,Cumulative Rate,0.0
2021-22,2021-10-23,5-11 yr,Weekly Rate,0.0
2021-22,2021-10-23,75-84 yr,Weekly Rate,0.0
2021-22,2021-10-23,85+ yr,Weekly Rate,0.0
2021-22,2021-10-23,12-17 yr,Cumulative Rate,0.0
2021-22,2021-10-23,65-74 yr,Cumulative Rate,0.0
2021-22,2021-10-23,18-49 yr,Weekly Rate,0.0
2021-22,2021-10-23,5-17 yr,Cumulative Rate,0.0
2021-22,2021-10-23,18-49 yr,Cumulative Rate,0.0
2021-22,2021-10-23,1-4 yr,Weekly Rate,0.1
2021-22,2021-10-23,50-64 yr,Weekly Rate,0.0
2021-22,2021-10-23,50-64 yr,Cumulative Rate,0.0
2021-22,2021-10-23,Overall,Weekly Rate,0.0
2021-22,2021-10-23,0-<1 yr,Weekly Rate,0.3
2021-22,2021-10-23,1-4 yr,Cumulative Rate,0.0
2021-22,2021-10-23,Overall,Cumulative Rate,0.0
2021-22,2021-10-23,12-17 yr,Weekly Rate,0.0
2021-22,2021-10-23,5-17 yr,Weekly Rate,0.0
2021-22,2021-10-23,5-11 yr,Cumulative Rate,0.0
2021-22,2021-10-23,30-39 yr,Cumulative Rate,0.0
2021-22,2021-10-23,0-4 yr,Cumulative Rate,0.0
2021-22,2021-10-23,40-49 yr,Weekly Rate,0.0
2021-22,2021-10-23,18-29 yr,Weekly Rate,0.0
2021-22,2021-10-23,18-29 yr,Cumulative Rate,0.0
2021-22,2021-10-23,75-84 yr,Cumulative Rate,0.0
2021-22,2021-10-23,75+ yr,Cumulative Rate,0.0
2021-22,2021-10-23,65+ yr,Weekly Rate,0.0
2021-22,2021-10-23,Pediatrics,Cumulative Rate,0.0
2021-22,2021-10-23,75+ yr,Weekly Rate,0.0
2021-22,2021-10-23,0-4 yr,Weekly Rate,0.2
2021-22,2021-10-23,Adults,Weekly Rate,0.0
2021-22,2021-10-30,18-49 yr,Cumulative Rate,0.0
2021-22,2021-10-30,75-84 yr,Cumulative Rate,0.0
2021-22,2021-10-30,50-64 yr,Weekly Rate,0.0
2021-22,2021-10-30,40-49 yr,Cumulative Rate,0.0
2021-22,2021-10-30,85+ yr,Cumulative Rate,0.0
2021-22,2021-10-30,Adults,Cumulative Rate,0.0
2021-22,2021-10-30,0-4 yr,Cumulative Rate,0.0
2021-22,2021-10-30,Pediatrics,Weekly Rate,0.0
2021-22,2021-10-30,Pediatrics,Cumulative Rate,0.0
2021-22,2021-10-30,0-4 yr,Weekly Rate,0.1
2021-22,2021-10-30,65-74 yr,Weekly Rate,0.0
2021-22,2021-10-30,1-4 yr,Cumulative Rate,0.0
2021-22,2021-10-30,85+ yr,Weekly Rate,0.2
2021-22,2021-10-30,Overall,Cumulative Rate,0.0
2021-22,2021-10-30,65-74 yr,Cumulative Rate,0.0
2021-22,2021-10-30,0-<1 yr,Cumulative Rate,0.0
2021-22,2021-10-30,5-11 yr,Weekly Rate,0.0
2021-22,2021-10-30,40-49 yr,Weekly Rate,0.0
2021-22,2021-10-30,5-11 yr,Cumulative Rate,0.0
2021-22,2021-10-30,75+ yr,Cumulative Rate,0.0
2021-22,2021-10-30,75-84 yr,Weekly Rate,0.1
2021-22,2021-10-30,18-49 yr,Weekly Rate,0.0
2021-22,2021-10-30,18-29 yr,Weekly Rate,0.0
2021-22,2021-10-30,5-17 yr,Weekly Rate,0.0
2021-22,2021-10-30,12-17 yr,Cumulative Rate,0.0
2021-22,2021-10-30,1-4 yr,Weekly Rate,0.1
2021-22,2021-10-30,5-17 yr,Cumulative Rate,0.0
2021-22,2021-10-30,12-17 yr,Weekly Rate,0.0
2021-22,2021-10-30,Overall,Weekly Rate,0.0
2021-22,2021-10-30,18-29 yr,Cumulative Rate,0.0
2021-22,2021-10-30,Adults,Weekly Rate,0.0
2021-22,2021-10-30,30-39 yr,Cumulative Rate,0.0
2021-22,2021-10-30,30-39 yr,Weekly Rate,0.0
2021-22,2021-10-30,65+ yr,Weekly Rate,0.1
2021-22,2021-10-30,65+ yr,Cumulative Rate,0.0
2021-22,2021-10-30,50-64 yr,Cumulative Rate,0.0
2021-22,2021-10-30,0-<1 yr,Weekly Rate,0.0
2021-22,2021-10-30,75+ yr,Weekly Rate,0.1
2021-22,2021-11-06,Pediatrics,Cumulative Rate,0.0
2021-22,2021-11-06,75+ yr,Weekly Rate,0.1
2021-22,2021-11-06,50-64 yr,Weekly Rate,0.0
2021-22,2021-11-06,65-74 yr,Weekly Rate,0.0
2021-22,2021-11-06,Adults,Weekly Rate,0.0
2021-22,2021-11-06,0-<1 yr,Cumulative Rate,0.0
2021-22,2021-11-06,75-84 yr,Cumulative Rate,0.0
2021-22,2021-11-06,12-17 yr,Weekly Rate,0.0
2021-22,2021-11-06,18-49 yr,Weekly Rate,0.0
2021-22,2021-11-06,5-17 yr,Cumulative Rate,0.0
2021-22,2021-11-06,Pediatrics,Weekly Rate,0.0
2021-22,2021-11-06,0-4 yr,Cumulative Rate,0.0
2021-22,2021-11-06,18-29 yr,Weekly Rate,0.1
2021-22,2021-11-06,65-74 yr,Cumulative Rate,0.0
2021-22,2021-11-06,75-84 yr,Weekly Rate,0.1
2021-22,2021-11-06,1-4 yr,Weekly Rate,0.0
2021-22,2021-11-06,Adults,Cumulative Rate,0.0
2021-22,2021-11-06,18-49 yr,Cumulative Rate,0.0
2021-22,2021-11-06,Overall,Cumulative Rate,0.0
2021-22,2021-11-06,1-4 yr,Cumulative Rate,0.0
2021-22,2021-11-06,85+ yr,Weekly Rate,0.2
2021-22,2021-11-06,65+ yr,Weekly Rate,0.0
2021-22,2021-11-06,18-29 yr,Cumulative Rate,0.0
2021-22,2021-11-06,5-17 yr,Weekly Rate,0.0
2021-22,2021-11-06,12-17 yr,Cumulative Rate,0.0
2021-22,2021-11-06,85+ yr,Cumulative Rate,0.0
2021-22,2021-11-06,30-39 yr,Weekly Rate,0.0
2021-22,2021-11-06,40-49 yr,Weekly Rate,0.0
2021-22,2021-11-06,5-11 yr,Weekly Rate,0.0
2021-22,2021-11-06,30-39 yr,Cumulative Rate,0.0
2021-22,2021-11-06,40-49 yr,Cumulative Rate,0.0
2021-22,2021-11-06,Overall,Weekly Rate,0.0
2021-22,2021-11-06,5-11 yr,Cumulative Rate,0.0
2021-22,2021-11-06,75+ yr,Cumulative Rate,0.0
2021-22,2021-11-06,65+ yr,Cumulative Rate,0.0
2021-22,2021-11-06,0-<1 yr,Weekly Rate,0.0
2021-22,2021-11-06,50-64 yr,Cumulative Rate,0.0
2021-22,2021-11-06,0-4 yr,Weekly Rate,0.0
2021-22,2021-11-13,40-49 yr,Cumulative Rate,0.0
2021-22,2021-11-13,5-17 yr,Cumulative Rate,0.0
2021-22,2021-11-13,Pediatrics,Cumulative Rate,0.0
2021-22,2021-11-13,18-29 yr,Weekly Rate,0.1
2021-22,2021-11-13,0-4 yr,Cumulative Rate,1.0
2021-22,2021-11-13,65+ yr,Weekly Rate,0.1
2021-22,2021-11-13,40-49 yr,Weekly Rate,0.0
2021-22,2021-11-13,50-64 yr,Cumulative Rate,0.0
2021-22,2021-11-13,5-11 yr,Weekly Rate,0.0
2021-22,2021-11-13,Pediatrics,Weekly Rate,0.1
2021-22,2021-11-13,65-74 yr,Weekly Rate,0.0
2021-22,2021-11-13,Adults,Weekly Rate,0.1
2021-22,2021-11-13,18-49 yr,Cumulative Rate,0.0
2021-22,2021-11-13,12-17 yr,Cumulative Rate,0.0
2021-22,2021-11-13,65+ yr,Cumulative Rate,0.0
2021-22,2021-11-13,0-4 yr,Weekly Rate,0.2
2021-22,2021-11-13,Overall,Cumulative Rate,0.0
2021-22,2021-11-13,5-17 yr,Weekly Rate,0.0
2021-22,2021-11-13,75+ yr,Weekly Rate,0.2
2021-22,2021-11-13,85+ yr,Weekly Rate,0.2
2021-22,2021-11-13,0-<1 yr,Cumulative Rate,1.0
2021-22,2021-11-13,75-84 yr,Cumulative Rate,1.0
2021-22,2021-11-13,18-29 yr,Cumulative Rate,0.0
2021-22,2021-11-13,Adults,Cumulative Rate,0.0
2021-22,2021-11-13,1-4 yr,Weekly Rate,0.1
2021-22,2021-11-13,5-11 yr,Cumulative Rate,0.0
2021-22,2021-11-13,75+ yr,Cumulative Rate,1.0
2021-22,2021-11-13,12-17 yr,Weekly Rate,0.1
2021-22,2021-11-13,75-84 yr,Weekly Rate,0.2
2021-22,2021-11-13,Overall,Weekly Rate,0.1
2021-22,2021-11-13,65-74 yr,Cumulative Rate,0.0
2021-22,2021-11-13,1-4 yr,Cumulative Rate,0.0
2021-22,2021-11-13,85+ yr,Cumulative Rate,1.0
2021-22,2021-11-13,0-<1 yr,Weekly Rate,0.3
2021-22,2021-11-13,18-49 yr,Weekly Rate,0.0
2021-22,2021-11-13,30-39 yr,Weekly Rate,0.0
2021-22,2021-11-13,50-64 yr,Weekly Rate,0.1
2021-22,2021-11-13,30-39 yr,Cumulative Rate,0.0
2021-22,2021-11-20,30-39 yr,Cumulative Rate,0.0
2021-22,2021-11-20,Pediatrics,Cumulative Rate,0.0
2021-22,2021-11-20,5-11 yr,Cumulative Rate,0.0
2021-22,2021-11-20,50-64 yr,Cumulative Rate,0.0
2021-22,2021-11-20,0-<1 yr,Weekly Rate,0.0
2021-22,2021-11-20,85+ yr,Cumulative Rate,1.0
2021-22,2021-11-20,18-29 yr,Weekly Rate,0.1
2021-22,2021-11-20,18-49 yr,Cumulative Rate,0.0
2021-22,2021-11-20,30-39 yr,Weekly Rate,0.0
2021-22,2021-11-20,0-4 yr,Cumulative Rate,1.0
2021-22,2021-11-20,1-4 yr,Weekly Rate,0.1
2021-22,2021-11-20,18-29 yr,Cumulative Rate,0.0
2021-22,2021-11-20,50-64 yr,Weekly Rate,0.0
2021-22,2021-11-20,40-49 yr,Weekly Rate,0.1
2021-22,2021-11-20,0-4 yr,Weekly Rate,0.1
2021-22,2021-11-20,5-17 yr,Cumulative Rate,0.0
2021-22,2021-11-20,Overall,Weekly Rate,0.1
2021-22,2021-11-20,5-11 yr,Weekly Rate,0.0
2021-22,2021-11-20,Pediatrics,Weekly Rate,0.1
2021-22,2021-11-20,75+ yr,Cumulative Rate,1.0
2021-22,2021-11-20,75-84 yr,Cumulative Rate,1.0
2021-22,2021-11-20,65-74 yr,Weekly Rate,0.1
2021-22,2021-11-20,65-74 yr,Cumulative Rate,0.0
2021-22,2021-11-20,Adults,Cumulative Rate,0.0
2021-22,2021-11-20,12-17 yr,Cumulative Rate,0.0
2021-22,2021-11-20,Adults,Weekly Rate,0.1
2021-22,2021-11-20,65+ yr,Weekly Rate,0.2
2021-22,2021-11-20,85+ yr,Weekly Rate,0.6
2021-22,2021-11-20,65+ yr,Cumulative Rate,1.0
2021-22,2021-11-20,75-84 yr,Weekly Rate,0.2
2021-22,2021-11-20,75+ yr,Weekly Rate,0.3
2021-22,2021-11-20,12-17 yr,Weekly Rate,0.1
2021-22,2021-11-20,5-17 yr,Weekly Rate,0.0
2021-22,2021-11-20,18-49 yr,Weekly Rate,0.1
2021-22,2021-11-20,1-4 yr,Cumulative Rate,1.0
2021-22,2021-11-20,Overall,Cumulative Rate,0.0
2021-22,2021-11-20,40-49 yr,Cumulative Rate,0.0
2021-22,2021-11-20,0-<1 yr,Cumulative Rate,1.0
2021-22,2021-11-27,0-4 yr,Cumulative Rate,1.0
2021-22,2021-11-27,18-49 yr,Cumulative Rate,0.0
2021-22,2021-11-27,65+ yr,Weekly Rate,0.6
2021-22,2021-11-27,Adults,Cumulative Rate,1.0
2021-22,2021-11-27,Overall,Cumulative Rate,0.0
2021-22,2021-11-27,12-17 yr,Cumulative Rate,0.0
2021-22,2021-11-27,5-17 yr,Weekly Rate,0.0
2021-22,2021-11-27,85+ yr,Weekly Rate,0.9
2021-22,2021-11-27,1-4 yr,Weekly Rate,0.1
2021-22,2021-11-27,75+ yr,Weekly Rate,1.1
2021-22,2021-11-27,50-64 yr,Weekly Rate,0.1
2021-22,2021-11-27,75-84 yr,Weekly Rate,1.2
2021-22,2021-11-27,5-17 yr,Cumulative Rate,0.0
2021-22,2021-11-27,85+ yr,Cumulative Rate,2.0
2021-22,2021-11-27,30-39 yr,Weekly Rate,0.0
2021-22,2021-11-27,Pediatrics,Cumulative Rate,0.0
2021-22,2021-11-27,18-29 yr,Weekly Rate,0.1
2021-22,2021-11-27,50-64 yr,Cumulative Rate,0.0
2021-22,2021-11-27,65-74 yr,Cumulative Rate,1.0
2021-22,2021-11-27,40-49 yr,Weekly Rate,0.1
2021-22,2021-11-27,Pediatrics,Weekly Rate,0.0
2021-22,2021-11-27,5-11 yr,Weekly Rate,0.0
2021-22,2021-11-27,0-<1 yr,Weekly Rate,0.3
2021-22,2021-11-27,30-39 yr,Cumulative Rate,0.0
2021-22,2021-11-27,18-49 yr,Weekly Rate,0.1
2021-22,2021-11-27,Overall,Weekly Rate,0.2
2021-22,2021-11-27,40-49 yr,Cumulative Rate,0.0
2021-22,2021-11-27,12-17 yr,Weekly Rate,0.0
2021-22,2021-11-27,0-4 yr,Weekly Rate,0.2
2021-22,2021-11-27,75-84 yr,Cumulative Rate,2.0
2021-22,2021-11-27,75+ yr,Cumulative Rate,2.0
2021-22,2021-11-27,5-11 yr,Cumulative Rate,0.0
2021-22,2021-11-27,0-<1 yr,Cumulative Rate,1.0
2021-22,2021-11-27,65+ yr,Cumulative Rate,1.0
2021-22,2021-11-27,Adults,Weekly Rate,0.2
2021-22,2021-11-27,65-74 yr,Weekly Rate,0.2
2021-22,2021-11-27,18-29 yr,Cumulative Rate,1.0
2021-22,2021-11-27,1-4 yr,Cumulative Rate,1.0
2021-22,2021-12-04,12-17 yr,Weekly Rate,0.1
2021-22,2021-12-04,18-49 yr,Cumulative Rate,1.0
2021-22,2021-12-04,5-17 yr,Weekly Rate,0.1
2021-22,2021-12-04,5-17 yr,Cumulative Rate,0.0
2021-22,2021-12-04,75+ yr,Weekly Rate,1.5
2021-22,2021-12-04,30-39 yr,Weekly Rate,0.1
2021-22,2021-12-04,85+ yr,Weekly Rate,2.6
2021-22,2021-12-04,50-64 yr,Cumulative Rate,1.0
2021-22,2021-12-04,Pediatrics,Cumulative Rate,1.0
2021-22,2021-12-04,75-84 yr,Cumulative Rate,3.0
2021-22,2021-12-04,0-<1 yr,Cumulative Rate,1.0
2021-22,2021-12-04,75-84 yr,Weekly Rate,1.1
2021-22,2021-12-04,18-29 yr,Weekly Rate,0.3
2021-22,2021-12-04,5-11 yr,Cumulative Rate,0.0
2021-22,2021-12-04,18-29 yr,Cumulative Rate,1.0
2021-22,2021-12-04,75+ yr,Cumulative Rate,4.0
2021-22,2021-12-04,50-64 yr,Weekly Rate,0.1
2021-22,2021-12-04,65-74 yr,Cumulative Rate,1.0
2021-22,2021-12-04,65+ yr,Weekly Rate,0.9
2021-22,2021-12-04,0-<1 yr,Weekly Rate,0.0
2021-22,2021-12-04,Adults,Cumulative Rate,1.0
2021-22,2021-12-04,5-11 yr,Weekly Rate,0.2
2021-22,2021-12-04,Overall,Weekly Rate,0.3
2021-22,2021-12-04,65-74 yr,Weekly Rate,0.4
2021-22,2021-12-04,12-17 yr,Cumulative Rate,0.0
2021-22,2021-12-04,85+ yr,Cumulative Rate,5.0
2021-22,2021-12-04,1-4 yr,Weekly Rate,0.3
2021-22,2021-12-04,Overall,Cumulative Rate,1.0
2021-22,2021-12-04,40-49 yr,Cumulative Rate,0.0
2021-22,2021-12-04,30-39 yr,Cumulative Rate,0.0
2021-22,2021-12-04,18-49 yr,Weekly Rate,0.2
2021-22,2021-12-04,Pediatrics,Weekly Rate,0.2
2021-22,2021-12-04,0-4 yr,Weekly Rate,0.2
2021-22,2021-12-04,65+ yr,Cumulative Rate,2.0
2021-22,2021-12-04,0-4 yr,Cumulative Rate,1.0
2021-22,2021-12-04,Adults,Weekly Rate,0.3
2021-22,2021-12-04,1-4 yr,Cumulative Rate,1.0
2021-22,2021-12-04,40-49 yr,Weekly Rate,0.1
2021-22,2021-12-11,65-74 yr,Cumulative Rate,2.0
2021-22,2021-12-11,75+ yr,Weekly Rate,2.1
2021-22,2021-12-11,18-49 yr,Weekly Rate,0.2
2021-22,2021-12-11,0-4 yr,Weekly Rate,0.3
2021-22,2021-12-11,18-29 yr,Cumulative Rate,1.0
2021-22,2021-12-11,30-39 yr,Cumulative Rate,1.0
2021-22,2021-12-11,Pediatrics,Cumulative Rate,1.0
2021-22,2021-12-11,30-39 yr,Weekly Rate,0.2
2021-22,2021-12-11,Overall,Weekly Rate,0.4
2021-22,2021-12-11,40-49 yr,Cumulative Rate,0.0
2021-22,2021-12-11,18-49 yr,Cumulative Rate,1.0
2021-22,2021-12-11,85+ yr,Cumulative Rate,7.0
2021-22,2021-12-11,5-11 yr,Cumulative Rate,0.0
2021-22,2021-12-11,Adults,Weekly Rate,0.5
2021-22,2021-12-11,12-17 yr,Weekly Rate,0.4
2021-22,2021-12-11,65+ yr,Weekly Rate,1.2
2021-22,2021-12-11,75-84 yr,Cumulative Rate,5.0
2021-22,2021-12-11,75+ yr,Cumulative Rate,6.0
2021-22,2021-12-11,Adults,Cumulative Rate,1.0
2021-22,2021-12-11,75-84 yr,Weekly Rate,1.9
2021-22,2021-12-11,5-17 yr,Cumulative Rate,1.0
2021-22,2021-12-11,1-4 yr,Weekly Rate,0.4
2021-22,2021-12-11,0-<1 yr,Cumulative Rate,1.0
2021-22,2021-12-11,85+ yr,Weekly Rate,2.6
2021-22,2021-12-11,5-17 yr,Weekly Rate,0.3
2021-22,2021-12-11,65+ yr,Cumulative Rate,3.0
2021-22,2021-12-11,1-4 yr,Cumulative Rate,1.0
2021-22,2021-12-11,65-74 yr,Weekly Rate,0.6
2021-22,2021-12-11,12-17 yr,Cumulative Rate,1.0
2021-22,2021-12-11,0-<1 yr,Weekly Rate,0.0
2021-22,2021-12-11,50-64 yr,Weekly Rate,0.4
2021-22,2021-12-11,18-29 yr,Weekly Rate,0.4
2021-22,2021-12-11,0-4 yr,Cumulative Rate,1.0
2021-22,2021-12-11,50-64 yr,Cumulative Rate,1.0
2021-22,2021-12-11,Pediatrics,Weekly Rate,0.3
2021-22,2021-12-11,5-11 yr,Weekly Rate,0.2
2021-22,2021-12-11,Overall,Cumulative Rate,1.0
2021-22,2021-12-11,40-49 yr,Weekly Rate,0.1
