season,week_ending,age_category,data_type,estimate
2025-26,2025-12-27,Overall,Cumulative Rate,34.0
2025-26,2025-12-27,75+ yr,Weekly Rate,67.5
2025-26,2025-12-27,65+ yr,Cumulative Rate,106.0
2025-26,2025-12-27,Pediatrics,Weekly Rate,7.1
2025-26,2025-12-27,12-17 yr,Cumulative Rate,13.0
2025-26,2025-12-27,18-49 yr,Weekly Rate,5.2
2025-26,2025-12-27,0-4 yr,Cumulative Rate,38.0
2025-26,2025-12-27,40-49 yr,Cumulative Rate,14.0
2025-26,2025-12-27,40-49 yr,Weekly Rate,5.3
2025-26,2025-12-27,Adults,Weekly Rate,14.8
2025-26,2025-12-27,30-39 yr,Weekly Rate,4.6
2025-26,2025-12-27,65+ yr,Weekly Rate,44.3
2025-26,2025-12-27,18-49 yr,Cumulative Rate,14.0
2025-26,2025-12-27,75-84 yr,Cumulative Rate,132.0
2025-26,2025-12-27,Pediatrics,Cumulative Rate,23.0
2025-26,2025-12-27,5-17 yr,Weekly Rate,4.8
2025-26,2026-01-03,5-17 yr,Cumulative Rate,20.0
2025-26,2026-01-03,12-17 yr,Cumulative Rate,14.0
2025-26,2026-01-03,65-74 yr,Cumulative Rate,94.0
2025-26,2026-01-03,18-29 yr,Cumulative Rate,19.0
2025-26,2026-01-03,30-39 yr,Cumulative Rate,16.0
2025-26,2026-01-03,5-11 yr,Cumulative Rate,25.0
2025-26,2026-01-03,0-<1 yr,Weekly Rate,17.1
2025-26,2026-01-03,Overall,Cumulative Rate,47.0
2025-26,2026-01-03,18-49 yr,Weekly Rate,4.1
2025-26,2026-01-03,40-49 yr,Cumulative Rate,18.0
2025-26,2026-01-03,Pediatrics,Cumulative Rate,27.0
2025-26,2026-01-03,5-17 yr,Weekly Rate,2.1
2025-26,2026-01-03,50-64 yr,Weekly Rate,10.5
2025-26,2026-01-03,Adults,Cumulative Rate,52.0
2025-26,2026-01-03,Overall,Weekly Rate,12.5
2025-26,2026-01-03,0-4 yr,Weekly Rate,10.7
2025-26,2026-01-03,18-49 yr,Cumulative Rate,18.0
2025-26,2026-01-03,65+ yr,Weekly Rate,48.0
2025-26,2026-01-03,30-39 yr,Weekly Rate,4.2
2025-26,2026-01-03,75-84 yr,Cumulative Rate,193.0
2025-26,2026-01-03,Adults,Weekly Rate,14.7
2025-26,2026-01-03,0-4 yr,Cumulative Rate,49.0
2025-26,2026-01-03,Pediatrics,Weekly Rate,4.3
2025-26,2026-01-03,40-49 yr,Weekly Rate,4.2
2025-26,2026-01-03,65+ yr,Cumulative Rate,154.0
2025-26,2026-01-03,75+ yr,Weekly Rate,77.5
2025-26,2026-01-03,85+ yr,Cumulative Rate,381.0
2025-26,2026-01-03,0-<1 yr,Cumulative Rate,78.0
2025-26,2026-01-03,75+ yr,Cumulative Rate,240.0
2025-26,2026-01-03,5-11 yr,Weekly Rate,2.4
2025-26,2026-01-03,50-64 yr,Cumulative Rate,41.0
2025-26,2026-01-03,65-74 yr,Weekly Rate,27.1
2025-26,2026-01-03,1-4 yr,Cumulative Rate,42.0
2025-26,2026-01-03,75-84 yr,Weekly Rate,61.5
2025-26,2026-01-03,85+ yr,Weekly Rate,126.6
2025-26,2026-01-03,1-4 yr,Weekly Rate,9.1
2025-26,2026-01-03,12-17 yr,Weekly Rate,1.7
2025-26,2026-01-03,18-29 yr,Weekly Rate,3.9
2025-26,2026-01-10,40-49 yr,Cumulative Rate,20.0
2025-26,2026-01-10,1-4 yr,Weekly Rate,5.8
2025-26,2026-01-10,1-4 yr,Cumulative Rate,48.0
2025-26,2026-01-10,Adults,Cumulative Rate,60.0
2025-26,2026-01-10,50-64 yr,Weekly Rate,6.8
2025-26,2026-01-10,0-4 yr,Weekly Rate,6.5
2025-26,2026-01-10,Adults,Weekly Rate,8.5
2025-26,2026-01-10,18-29 yr,Weekly Rate,2.7
2025-26,2026-01-10,12-17 yr,Weekly Rate,0.8
2025-26,2026-01-10,30-39 yr,Weekly Rate,2.2
2025-26,2026-01-10,75+ yr,Cumulative Rate,281.0
2025-26,2026-01-10,75-84 yr,Cumulative Rate,226.0
2025-26,2026-01-10,12-17 yr,Cumulative Rate,15.0
2025-26,2026-01-10,30-39 yr,Cumulative Rate,19.0
2025-26,2026-01-10,Pediatrics,Cumulative Rate,30.0
2025-26,2026-01-10,65-74 yr,Weekly Rate,16.1
2025-26,2026-01-10,50-64 yr,Cumulative Rate,48.0
2025-26,2026-01-10,0-<1 yr,Cumulative Rate,87.0
2025-26,2026-01-10,Overall,Cumulative Rate,54.0
2025-26,2026-01-10,85+ yr,Cumulative Rate,452.0
2025-26,2026-01-10,5-17 yr,Cumulative Rate,21.0
2025-26,2026-01-10,75-84 yr,Weekly Rate,32.4
2025-26,2026-01-10,75+ yr,Weekly Rate,41.8
2025-26,2026-01-10,5-11 yr,Weekly Rate,1.5
2025-26,2026-01-10,5-17 yr,Weekly Rate,1.2
2025-26,2026-01-10,40-49 yr,Weekly Rate,2.6
2025-26,2026-01-10,18-49 yr,Cumulative Rate,20.0
2025-26,2026-01-10,Overall,Weekly Rate,7.3
2025-26,2026-01-10,18-29 yr,Cumulative Rate,22.0
2025-26,2026-01-10,65+ yr,Cumulative Rate,181.0
2025-26,2026-01-10,65-74 yr,Cumulative Rate,110.0
2025-26,2026-01-10,Pediatrics,Weekly Rate,2.5
2025-26,2026-01-10,18-49 yr,Weekly Rate,2.5
2025-26,2026-01-10,85+ yr,Weekly Rate,70.8
2025-26,2026-01-10,0-<1 yr,Weekly Rate,9.3
2025-26,2026-01-10,65+ yr,Weekly Rate,26.7
2025-26,2026-01-10,5-11 yr,Cumulative Rate,26.0
2025-26,2026-01-10,0-4 yr,Cumulative Rate,55.0
2025-26,2026-01-17,5-11 yr,Weekly Rate,1.6
2025-26,2026-01-17,50-64 yr,Weekly Rate,4.1
2025-26,2026-01-17,30-39 yr,Cumulative Rate,20.0
2025-26,2026-01-17,40-49 yr,Weekly Rate,1.9
2025-26,2026-01-17,Overall,Weekly Rate,4.3
2025-26,2026-01-17,5-17 yr,Cumulative Rate,22.0
2025-26,2026-01-17,65-74 yr,Weekly Rate,8.8
2025-26,2026-01-17,85+ yr,Cumulative Rate,492.0
2025-26,2026-01-17,18-49 yr,Cumulative Rate,22.0
2025-26,2026-01-17,65+ yr,Weekly Rate,15.2
2025-26,2026-01-17,12-17 yr,Cumulative Rate,16.0
2025-26,2026-01-17,Adults,Cumulative Rate,65.0
2025-26,2026-01-17,30-39 yr,Weekly Rate,1.4
2025-26,2026-01-17,12-17 yr,Weekly Rate,0.6
2025-26,2026-01-17,75-84 yr,Cumulative Rate,245.0
2025-26,2026-01-17,0-4 yr,Weekly Rate,3.7
2025-26,2026-01-17,Adults,Weekly Rate,5.0
2025-26,2026-01-17,1-4 yr,Weekly Rate,3.7
2025-26,2026-01-17,40-49 yr,Cumulative Rate,22.0
2025-26,2026-01-17,0-4 yr,Cumulative Rate,59.0
2025-26,2026-01-17,85+ yr,Weekly Rate,40.3
2025-26,2026-01-17,0-<1 yr,Cumulative Rate,91.0
2025-26,2026-01-17,18-49 yr,Weekly Rate,1.6
2025-26,2026-01-17,Pediatrics,Weekly Rate,1.8
2025-26,2026-01-17,18-29 yr,Weekly Rate,1.4
2025-26,2026-01-17,65-74 yr,Cumulative Rate,119.0
2025-26,2026-01-17,65+ yr,Cumulative Rate,196.0
2025-26,2026-01-17,5-17 yr,Weekly Rate,1.1
2025-26,2026-01-17,18-29 yr,Cumulative Rate,24.0
2025-26,2026-01-17,75+ yr,Weekly Rate,24.2
2025-26,2026-01-17,75-84 yr,Weekly Rate,19.0
2025-26,2026-01-17,50-64 yr,Cumulative Rate,52.0
2025-26,2026-01-17,Overall,Cumulative Rate,58.0
2025-26,2026-01-17,0-<1 yr,Weekly Rate,3.8
2025-26,2026-01-17,Pediatrics,Cumulative Rate,32.0
2025-26,2026-01-17,75+ yr,Cumulative Rate,306.0
2025-26,2026-01-17,1-4 yr,Cumulative Rate,51.0
2025-26,2026-01-17,5-11 yr,Cumulative Rate,28.0
2025-26,2026-01-24,50-64 yr,Cumulative Rate,55.0
2025-26,2026-01-24,40-49 yr,Weekly Rate,1.4
2025-26,2026-01-24,0-4 yr,Cumulative Rate,64.0
2025-26,2026-01-24,75-84 yr,Weekly Rate,15.3
2025-26,2026-01-24,Pediatrics,Weekly Rate,2.3
2025-26,2026-01-24,50-64 yr,Weekly Rate,2.9
2025-26,2026-01-24,75+ yr,Weekly Rate,18.7
2025-26,2026-01-24,5-17 yr,Cumulative Rate,24.0
2025-26,2026-01-24,5-17 yr,Weekly Rate,1.5
2025-26,2026-01-24,75+ yr,Cumulative Rate,324.0
2025-26,2026-01-24,0-<1 yr,Weekly Rate,8.2
2025-26,2026-01-24,85+ yr,Cumulative Rate,522.0
2025-26,2026-01-24,1-4 yr,Cumulative Rate,55.0
2025-26,2026-01-24,12-17 yr,Cumulative Rate,17.0
2025-26,2026-01-24,65+ yr,Cumulative Rate,208.0
2025-26,2026-01-24,30-39 yr,Cumulative Rate,21.0
2025-26,2026-01-24,0-4 yr,Weekly Rate,4.6
2025-26,2026-01-24,Overall,Weekly Rate,3.5
2025-26,2026-01-24,40-49 yr,Cumulative Rate,24.0
2025-26,2026-01-24,Pediatrics,Cumulative Rate,34.0
2025-26,2026-01-24,30-39 yr,Weekly Rate,1.2
2025-26,2026-01-24,65-74 yr,Weekly Rate,7.1
2025-26,2026-01-24,75-84 yr,Cumulative Rate,260.0
2025-26,2026-01-24,18-29 yr,Weekly Rate,1.1
2025-26,2026-01-24,5-11 yr,Weekly Rate,1.9
2025-26,2026-01-24,65-74 yr,Cumulative Rate,126.0
2025-26,2026-01-24,65+ yr,Weekly Rate,11.9
2025-26,2026-01-24,12-17 yr,Weekly Rate,1.0
2025-26,2026-01-24,Adults,Cumulative Rate,69.0
2025-26,2026-01-24,Overall,Cumulative Rate,62.0
2025-26,2026-01-24,Adults,Weekly Rate,3.8
2025-26,2026-01-24,18-29 yr,Cumulative Rate,25.0
2025-26,2026-01-24,18-49 yr,Weekly Rate,1.2
2025-26,2026-01-24,85+ yr,Weekly Rate,29.4
2025-26,2026-01-24,5-11 yr,Cumulative Rate,30.0
2025-26,2026-01-24,18-49 yr,Cumulative Rate,23.0
2025-26,2026-01-24,1-4 yr,Weekly Rate,3.7
2025-26,2026-01-24,0-<1 yr,Cumulative Rate,99.0
2025-26,2026-01-31,1-4 yr,Weekly Rate,2.8
2025-26,2026-01-31,85+ yr,Weekly Rate,31.2
2025-26,2026-01-31,12-17 yr,Cumulative Rate,18.0
2025-26,2026-01-31,0-4 yr,Cumulative Rate,67.0
2025-26,2026-01-31,12-17 yr,Weekly Rate,1.0
2025-26,2026-01-31,50-64 yr,Weekly Rate,3.0
2025-26,2026-01-31,65+ yr,Cumulative Rate,220.0
2025-26,2026-01-31,5-11 yr,Cumulative Rate,31.0
2025-26,2026-01-31,18-49 yr,Weekly Rate,1.2
2025-26,2026-01-31,5-17 yr,Weekly Rate,1.3
2025-26,2026-01-31,75+ yr,Cumulative Rate,342.0
2025-26,2026-01-31,Pediatrics,Weekly Rate,1.8
2025-26,2026-01-31,30-39 yr,Cumulative Rate,23.0
2025-26,2026-01-31,Pediatrics,Cumulative Rate,36.0
2025-26,2026-01-31,18-29 yr,Weekly Rate,1.1
2025-26,2026-01-31,18-49 yr,Cumulative Rate,24.0
2025-26,2026-01-31,18-29 yr,Cumulative Rate,26.0
2025-26,2026-01-31,40-49 yr,Weekly Rate,1.4
2025-26,2026-01-31,0-<1 yr,Cumulative Rate,106.0
2025-26,2026-01-31,50-64 yr,Cumulative Rate,58.0
2025-26,2026-01-31,75-84 yr,Weekly Rate,13.8
2025-26,2026-01-31,5-17 yr,Cumulative Rate,25.0
2025-26,2026-01-31,75+ yr,Weekly Rate,18.1
2025-26,2026-01-31,85+ yr,Cumulative Rate,553.0
2025-26,2026-01-31,5-11 yr,Weekly Rate,1.4
2025-26,2026-01-31,65-74 yr,Weekly Rate,7.6
2025-26,2026-01-31,0-4 yr,Weekly Rate,3.6
2025-26,2026-01-31,30-39 yr,Weekly Rate,1.2
2025-26,2026-01-31,65-74 yr,Cumulative Rate,134.0
2025-26,2026-01-31,40-49 yr,Cumulative Rate,25.0
2025-26,2026-01-31,1-4 yr,Cumulative Rate,58.0
2025-26,2026-01-31,75-84 yr,Cumulative Rate,274.0
2025-26,2026-01-31,Adults,Cumulative Rate,73.0
2025-26,2026-01-31,Adults,Weekly Rate,3.9
2025-26,2026-01-31,0-<1 yr,Weekly Rate,6.8
2025-26,2026-01-31,Overall,Weekly Rate,3.4
2025-26,2026-01-31,Overall,Cumulative Rate,65.0
2025-26,2026-01-31,65+ yr,Weekly Rate,11.9
2025-26,2026-02-07,0-<1 yr,Weekly Rate,4.4
2025-26,2026-02-07,0-4 yr,Weekly Rate,3.2
2025-26,2026-02-07,5-17 yr,Weekly Rate,1.5
2025-26,2026-02-07,18-49 yr,Cumulative Rate,26.0
2025-26,2026-02-07,12-17 yr,Cumulative Rate,19.0
2025-26,2026-02-07,Pediatrics,Cumulative Rate,38.0
2025-26,2026-02-07,65+ yr,Weekly Rate,11.0
2025-26,2026-02-07,30-39 yr,Weekly Rate,1.3
2025-26,2026-02-07,40-49 yr,Cumulative Rate,27.0
2025-26,2026-02-07,75-84 yr,Cumulative Rate,287.0
2025-26,2026-02-07,Adults,Weekly Rate,3.8
2025-26,2026-02-07,0-4 yr,Cumulative Rate,71.0
2025-26,2026-02-07,65+ yr,Cumulative Rate,231.0
2025-26,2026-02-07,12-17 yr,Weekly Rate,1.3
2025-26,2026-02-07,Pediatrics,Weekly Rate,1.9
2025-26,2026-02-07,18-49 yr,Weekly Rate,1.4
2025-26,2026-02-07,50-64 yr,Cumulative Rate,61.0
2025-26,2026-02-07,75+ yr,Weekly Rate,16.8
2025-26,2026-02-07,65-74 yr,Cumulative Rate,141.0
2025-26,2026-02-07,75+ yr,Cumulative Rate,359.0
2025-26,2026-02-07,Overall,Cumulative Rate,69.0
2025-26,2026-02-07,5-11 yr,Weekly Rate,1.6
2025-26,2026-02-07,5-11 yr,Cumulative Rate,33.0
2025-26,2026-02-07,30-39 yr,Cumulative Rate,24.0
2025-26,2026-02-07,18-29 yr,Weekly Rate,1.1
2025-26,2026-02-07,85+ yr,Cumulative Rate,582.0
2025-26,2026-02-07,65-74 yr,Weekly Rate,6.9
2025-26,2026-02-07,5-17 yr,Cumulative Rate,26.0
2025-26,2026-02-07,1-4 yr,Cumulative Rate,61.0
2025-26,2026-02-07,18-29 yr,Cumulative Rate,27.0
2025-26,2026-02-07,75-84 yr,Weekly Rate,12.8
2025-26,2026-02-07,85+ yr,Weekly Rate,28.8
2025-26,2026-02-07,40-49 yr,Weekly Rate,1.8
2025-26,2026-02-07,1-4 yr,Weekly Rate,2.9
2025-26,2026-02-07,50-64 yr,Weekly Rate,3.3
2025-26,2026-02-07,Adults,Cumulative Rate,77.0
2025-26,2026-02-07,0-<1 yr,Cumulative Rate,111.0
2025-26,2026-02-07,Overall,Weekly Rate,3.4
2025-26,2026-02-14,0-4 yr,Weekly Rate,3.0
2025-26,2026-02-14,40-49 yr,Weekly Rate,1.4
2025-26,2026-02-14,75-84 yr,Weekly Rate,12.1
2025-26,2026-02-14,1-4 yr,Weekly Rate,2.7
2025-26,2026-02-14,5-17 yr,Weekly Rate,1.8
2025-26,2026-02-14,65+ yr,Cumulative Rate,240.0
2025-26,2026-02-14,75+ yr,Cumulative Rate,374.0
2025-26,2026-02-14,50-64 yr,Cumulative Rate,64.0
2025-26,2026-02-14,Adults,Weekly Rate,3.2
2025-26,2026-02-14,1-4 yr,Cumulative Rate,63.0
2025-26,2026-02-14,75-84 yr,Cumulative Rate,299.0
2025-26,2026-02-14,18-49 yr,Cumulative Rate,27.0
2025-26,2026-02-14,30-39 yr,Weekly Rate,1.3
2025-26,2026-02-14,18-29 yr,Cumulative Rate,28.0
2025-26,2026-02-14,50-64 yr,Weekly Rate,2.9
2025-26,2026-02-14,18-49 yr,Weekly Rate,1.2
2025-26,2026-02-14,0-<1 yr,Weekly Rate,4.1
2025-26,2026-02-14,Overall,Cumulative Rate,71.0
2025-26,2026-02-14,Adults,Cumulative Rate,80.0
2025-26,2026-02-14,12-17 yr,Weekly Rate,1.2
2025-26,2026-02-14,40-49 yr,Cumulative Rate,28.0
2025-26,2026-02-14,65-74 yr,Cumulative Rate,146.0
2025-26,2026-02-14,Pediatrics,Weekly Rate,2.1
2025-26,2026-02-14,30-39 yr,Cumulative Rate,25.0
2025-26,2026-02-14,65+ yr,Weekly Rate,9.0
2025-26,2026-02-14,0-<1 yr,Cumulative Rate,115.0
2025-26,2026-02-14,Overall,Weekly Rate,3.0
2025-26,2026-02-14,65-74 yr,Weekly Rate,5.1
2025-26,2026-02-14,0-4 yr,Cumulative Rate,74.0
2025-26,2026-02-14,12-17 yr,Cumulative Rate,20.0
2025-26,2026-02-14,75+ yr,Weekly Rate,14.4
2025-26,2026-02-14,5-17 yr,Cumulative Rate,28.0
2025-26,2026-02-14,Pediatrics,Cumulative Rate,40.0
2025-26,2026-02-14,85+ yr,Cumulative Rate,603.0
2025-26,2026-02-14,85+ yr,Weekly Rate,21.5
2025-26,2026-02-14,5-11 yr,Cumulative Rate,35.0
2025-26,2026-02-14,18-29 yr,Weekly Rate,1.0
2025-26,2026-02-14,5-11 yr,Weekly Rate,2.3
2025-26,2026-02-21,5-11 yr,Weekly Rate,2.8
2025-26,2026-02-21,1-4 yr,Cumulative Rate,67.0
2025-26,2026-02-21,18-29 yr,Weekly Rate,1.0
2025-26,2026-02-21,Overall,Cumulative Rate,74.0
2025-26,2026-02-21,65-74 yr,Cumulative Rate,151.0
2025-26,2026-02-21,75+ yr,Cumulative Rate,386.0
2025-26,2026-02-21,18-29 yr,Cumulative Rate,29.0
2025-26,2026-02-21,18-49 yr,Cumulative Rate,28.0
2025-26,2026-02-21,75+ yr,Weekly Rate,12.3
2025-26,2026-02-21,75-84 yr,Weekly Rate,9.7
2025-26,2026-02-21,12-17 yr,Cumulative Rate,22.0
2025-26,2026-02-21,50-64 yr,Cumulative Rate,66.0
2025-26,2026-02-21,18-49 yr,Weekly Rate,1.3
2025-26,2026-02-21,12-17 yr,Weekly Rate,2.2
2025-26,2026-02-21,Pediatrics,Weekly Rate,3.0
2025-26,2026-02-21,30-39 yr,Cumulative Rate,26.0
2025-26,2026-02-21,0-4 yr,Cumulative Rate,78.0
2025-26,2026-02-21,0-4 yr,Weekly Rate,4.4
2025-26,2026-02-21,85+ yr,Weekly Rate,20.5
2025-26,2026-02-21,0-<1 yr,Weekly Rate,7.1
2025-26,2026-02-21,1-4 yr,Weekly Rate,3.8
2025-26,2026-02-21,65+ yr,Cumulative Rate,248.0
2025-26,2026-02-21,Adults,Weekly Rate,2.9
2025-26,2026-02-21,75-84 yr,Cumulative Rate,308.0
2025-26,2026-02-21,30-39 yr,Weekly Rate,1.4
2025-26,2026-02-21,5-17 yr,Weekly Rate,2.5
2025-26,2026-02-21,50-64 yr,Weekly Rate,2.0
2025-26,2026-02-21,Adults,Cumulative Rate,83.0
2025-26,2026-02-21,Overall,Weekly Rate,3.0
2025-26,2026-02-21,40-49 yr,Cumulative Rate,30.0
2025-26,2026-02-21,40-49 yr,Weekly Rate,1.6
2025-26,2026-02-21,65+ yr,Weekly Rate,8.4
2025-26,2026-02-21,Pediatrics,Cumulative Rate,43.0
2025-26,2026-02-21,65-74 yr,Weekly Rate,5.5
2025-26,2026-02-21,85+ yr,Cumulative Rate,624.0
2025-26,2026-02-21,5-17 yr,Cumulative Rate,31.0
2025-26,2026-02-21,5-11 yr,Cumulative Rate,38.0
2025-26,2026-02-21,0-<1 yr,Cumulative Rate,122.0
2025-26,2026-02-28,30-39 yr,Cumulative Rate,28.0
2025-26,2026-02-28,0-<1 yr,Weekly Rate,6.0
2025-26,2026-02-28,1-4 yr,Weekly Rate,2.9
2025-26,2026-02-28,85+ yr,Weekly Rate,16.7
2025-26,2026-02-28,75-84 yr,Weekly Rate,7.5
2025-26,2026-02-28,65-74 yr,Weekly Rate,4.4
2025-26,2026-02-28,5-11 yr,Weekly Rate,1.7
2025-26,2026-02-28,75+ yr,Weekly Rate,9.7
2025-26,2026-02-28,Pediatrics,Weekly Rate,2.0
2025-26,2026-02-28,Adults,Weekly Rate,2.5
2025-26,2026-02-28,65+ yr,Weekly Rate,6.6
2025-26,2026-02-28,0-4 yr,Weekly Rate,3.5
2025-26,2026-02-28,50-64 yr,Weekly Rate,2.1
2025-26,2026-02-28,5-17 yr,Weekly Rate,1.5
2025-26,2026-02-28,40-49 yr,Cumulative Rate,31.0
2025-26,2026-02-28,18-49 yr,Weekly Rate,1.2
2025-26,2026-02-28,18-29 yr,Cumulative Rate,30.0
2025-26,2026-02-28,12-17 yr,Cumulative Rate,24.0
2025-26,2026-02-28,Overall,Cumulative Rate,77.0
2025-26,2026-02-28,18-49 yr,Cumulative Rate,30.0
2025-26,2026-02-28,Overall,Weekly Rate,2.4
2025-26,2026-02-28,0-4 yr,Cumulative Rate,81.0
2025-26,2026-02-28,75+ yr,Cumulative Rate,396.0
2025-26,2026-02-28,1-4 yr,Cumulative Rate,70.0
2025-26,2026-02-28,12-17 yr,Weekly Rate,1.3
2025-26,2026-02-28,0-<1 yr,Cumulative Rate,128.0
2025-26,2026-02-28,85+ yr,Cumulative Rate,640.0
2025-26,2026-02-28,75-84 yr,Cumulative Rate,316.0
2025-26,2026-02-28,18-29 yr,Weekly Rate,1.1
2025-26,2026-02-28,65-74 yr,Cumulative Rate,156.0
2025-26,2026-02-28,5-11 yr,Cumulative Rate,40.0
2025-26,2026-02-28,Pediatrics,Cumulative Rate,45.0
2025-26,2026-02-28,Adults,Cumulative Rate,85.0
2025-26,2026-02-28,30-39 yr,Weekly Rate,1.1
2025-26,2026-02-28,65+ yr,Cumulative Rate,255.0
2025-26,2026-02-28,50-64 yr,Cumulative Rate,68.0
2025-26,2026-02-28,5-17 yr,Cumulative Rate,32.0
2025-26,2026-02-28,40-49 yr,Weekly Rate,1.5
2025-26,2026-03-07,0-4 yr,Cumulative Rate,85.0
2025-26,2026-03-07,Adults,Weekly Rate,2.0
2025-26,2026-03-07,50-64 yr,Cumulative Rate,70.0
2025-26,2026-03-07,75+ yr,Cumulative Rate,403.0
2025-26,2026-03-07,40-49 yr,Weekly Rate,1.1
2025-26,2026-03-07,85+ yr,Cumulative Rate,652.0
2025-26,2026-03-07,85+ yr,Weekly Rate,11.4
2025-26,2026-03-07,0-4 yr,Weekly Rate,3.9
2025-26,2026-03-07,65+ yr,Weekly Rate,5.0
2025-26,2026-03-07,40-49 yr,Cumulative Rate,32.0
2025-26,2026-03-07,Overall,Cumulative Rate,79.0
2025-26,2026-03-07,5-11 yr,Cumulative Rate,42.0
2025-26,2026-03-07,75-84 yr,Weekly Rate,6.0
2025-26,2026-03-07,5-17 yr,Cumulative Rate,34.0
2025-26,2026-03-07,18-29 yr,Cumulative Rate,31.0
2025-26,2026-03-07,18-29 yr,Weekly Rate,1.0
2025-26,2026-03-07,65-74 yr,Weekly Rate,3.4
2025-26,2026-03-07,Pediatrics,Cumulative Rate,47.0
2025-26,2026-03-07,5-17 yr,Weekly Rate,1.7
2025-26,2026-03-07,18-49 yr,Cumulative Rate,31.0
2025-26,2026-03-07,18-49 yr,Weekly Rate,1.0
2025-26,2026-03-07,65+ yr,Cumulative Rate,260.0
2025-26,2026-03-07,30-39 yr,Cumulative Rate,29.0
2025-26,2026-03-07,Overall,Weekly Rate,2.1
2025-26,2026-03-07,5-11 yr,Weekly Rate,2.3
2025-26,2026-03-07,12-17 yr,Weekly Rate,1.1
2025-26,2026-03-07,0-<1 yr,Cumulative Rate,131.0
2025-26,2026-03-07,Pediatrics,Weekly Rate,2.3
2025-26,2026-03-07,12-17 yr,Cumulative Rate,25.0
2025-26,2026-03-07,1-4 yr,Weekly Rate,3.9
2025-26,2026-03-07,75+ yr,Weekly Rate,7.3
2025-26,2026-03-07,75-84 yr,Cumulative Rate,322.0
2025-26,2026-03-07,1-4 yr,Cumulative Rate,74.0
2025-26,2026-03-07,Adults,Cumulative Rate,87.0
2025-26,2026-03-07,50-64 yr,Weekly Rate,1.8
2025-26,2026-03-07,0-<1 yr,Weekly Rate,3.5
2025-26,2026-03-07,65-74 yr,Cumulative Rate,159.0
2025-26,2026-03-07,30-39 yr,Weekly Rate,0.9
2025-26,2026-03-14,85+ yr,Cumulative Rate,660.0
2025-26,2026-03-14,5-17 yr,Cumulative Rate,35.0
2025-26,2026-03-14,75-84 yr,Weekly Rate,4.7
2025-26,2026-03-14,18-29 yr,Cumulative Rate,32.0
2025-26,2026-03-14,65+ yr,Cumulative Rate,264.0
2025-26,2026-03-14,1-4 yr,Cumulative Rate,76.0
2025-26,2026-03-14,Pediatrics,Weekly Rate,1.8
2025-26,2026-03-14,30-39 yr,Weekly Rate,0.9
2025-26,2026-03-14,0-<1 yr,Cumulative Rate,135.0
2025-26,2026-03-14,65+ yr,Weekly Rate,3.9
2025-26,2026-03-14,0-4 yr,Weekly Rate,2.5
2025-26,2026-03-14,65-74 yr,Cumulative Rate,162.0
2025-26,2026-03-14,40-49 yr,Weekly Rate,0.8
2025-26,2026-03-14,75+ yr,Cumulative Rate,409.0
2025-26,2026-03-14,Adults,Weekly Rate,1.6
2025-26,2026-03-14,50-64 yr,Cumulative Rate,71.0
2025-26,2026-03-14,0-4 yr,Cumulative Rate,88.0
2025-26,2026-03-14,0-<1 yr,Weekly Rate,3.5
2025-26,2026-03-14,50-64 yr,Weekly Rate,1.3
2025-26,2026-03-14,Adults,Cumulative Rate,89.0
2025-26,2026-03-14,75-84 yr,Cumulative Rate,326.0
2025-26,2026-03-14,75+ yr,Weekly Rate,5.5
2025-26,2026-03-14,1-4 yr,Weekly Rate,2.3
2025-26,2026-03-14,5-11 yr,Weekly Rate,2.1
2025-26,2026-03-14,Overall,Weekly Rate,1.6
2025-26,2026-03-14,18-49 yr,Cumulative Rate,31.0
2025-26,2026-03-14,12-17 yr,Weekly Rate,0.9
2025-26,2026-03-14,5-17 yr,Weekly Rate,1.5
2025-26,2026-03-14,Pediatrics,Cumulative Rate,49.0
2025-26,2026-03-14,65-74 yr,Weekly Rate,2.8
2025-26,2026-03-14,Overall,Cumulative Rate,81.0
2025-26,2026-03-14,40-49 yr,Cumulative Rate,33.0
2025-26,2026-03-14,85+ yr,Weekly Rate,8.2
2025-26,2026-03-14,30-39 yr,Cumulative Rate,29.0
2025-26,2026-03-14,12-17 yr,Cumulative Rate,26.0
2025-26,2026-03-14,18-29 yr,Weekly Rate,0.8
2025-26,2026-03-14,18-49 yr,Weekly Rate,0.8
2025-26,2026-03-14,5-11 yr,Cumulative Rate,44.0
2025-26,2026-03-21,Pediatrics,Cumulative Rate,51.0
2025-26,2026-03-21,5-11 yr,Cumulative Rate,47.0
2025-26,2026-03-21,5-17 yr,Weekly Rate,1.6
2025-26,2026-03-21,75+ yr,Cumulative Rate,412.0
2025-26,2026-03-21,65-74 yr,Cumulative Rate,164.0
2025-26,2026-03-21,75+ yr,Weekly Rate,3.6
2025-26,2026-03-21,18-49 yr,Weekly Rate,0.8
2025-26,2026-03-21,40-49 yr,Weekly Rate,0.5
2025-26,2026-03-21,1-4 yr,Cumulative Rate,79.0
2025-26,2026-03-21,85+ yr,Cumulative Rate,665.0
2025-26,2026-03-21,1-4 yr,Weekly Rate,2.3
2025-26,2026-03-21,Adults,Weekly Rate,1.2
2025-26,2026-03-21,18-49 yr,Cumulative Rate,32.0
2025-26,2026-03-21,Overall,Weekly Rate,1.3
2025-26,2026-03-21,Pediatrics,Weekly Rate,1.8
2025-26,2026-03-21,12-17 yr,Weekly Rate,0.7
